"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","56983","Verify that the user create a product successfully","chromium","Tue Feb 11 12:09:33 IST 2025","passed","Tue Feb 11 12:10:30 IST 2025","","product.spec.ts","",""
